Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.48185920715332,28.741661530497616,28.468421745163507,28.71030631336726,147544800
2015-06-15,28.42587661743164,28.497545952240337,28.1548768917884,28.24222384018863,175955600
2015-06-16,28.578170776367188,28.634162490940295,28.302692497557157,28.450509735489767,125976400
2015-06-17,28.5109806060791,28.640880080067706,28.385558008504255,28.605046272711647,131672400
2015-06-18,28.64087677001953,28.737182572460274,28.493059555070516,28.495299701749957,141628800
2015-06-19,28.35420799255371,28.627447872331885,28.30941529795116,28.60281137768095,218867600
2015-06-22,28.580402374267578,28.68118674685938,28.46170024827647,28.553525744168624,136157200
2015-06-23,28.45050621032715,28.580407382136904,28.416910843999617,28.551292309309744,121075600
2015-06-24,28.69239044189453,29.070894927614322,28.47066376085023,28.490819955158216,221123600
2015-06-25,28.555768966674805,28.936511869404658,28.555768966674805,28.860363972351166,127752400
2015-06-26,28.38779067993164,28.665509021550985,28.334039128686513,28.593839716980476,176267200
2015-06-29,27.89059066772461,28.32508688966341,27.879393350820546,28.098879899931916,196645600
2015-06-30,28.0921573638916,28.24669501133075,27.964496349099182,28.1235125809472,177482800
2015-07-01,28.35420799255371,28.430357623856175,28.217588052664624,28.42139874318931,120955200
2015-07-02,28.31836700439453,28.37435871282857,28.168307927155485,28.316126857612392,108844000
2015-07-06,28.219820022583008,28.271333144307263,27.96225783142429,27.982415734266397,112241600
2015-07-07,28.150392532348633,28.253417073210287,27.72037490296042,28.195185216642784,187787200
2015-07-08,27.451618194580078,27.91522953036122,27.444899462120162,27.879395720997827,243046400
2015-07-09,26.891691207885742,27.785318181695416,26.701319786620353,27.738285362940267,314380000
2015-07-10,27.610631942749023,27.738292974036394,27.147020649260007,27.31051719537329,245418000
2015-07-13,28.143672943115234,28.166069284579958,27.843556499547745,28.002572745297982,165762000
2015-07-14,28.13247299194336,28.302688257188418,28.004811970192385,28.228778794929624,127072400
2015-07-15,28.40348243713379,28.477391924873416,28.12576395715891,28.157119186733567,134596800
2015-07-16,28.781972885131836,28.795413764102385,28.522172279828073,28.609519197094357,144889600
2015-07-17,29.030576705932617,29.030576705932617,28.737180732765378,28.909636132685453,184658800
2015-07-20,29.579307556152344,29.780876381672424,29.272470605907856,29.332942620549233,235600800
2015-07-21,29.283662796020508,29.76967040326622,29.18735870024738,29.753994502368016,307025600
2015-07-22,28.045127868652344,28.107838310210372,27.321714226436196,27.321714226436196,461802400
2015-07-23,28.031688690185547,28.463943022870716,28.009290640658186,28.264612684942378,203998000
2015-07-24,27.883867263793945,28.161585623960516,27.749487522341163,28.06751997581668,168649200
2015-07-27,27.496400833129883,27.684533816899876,27.35082379309148,27.56807013439204,177822000
2015-07-28,27.633026123046875,27.751729975071367,27.44713495780925,27.633026123046875,134472400
2015-07-29,27.545679092407227,27.659902650623785,27.384422706391206,27.581514604291346,148046800
2015-07-30,27.406816482543945,27.45160915668398,27.25899758216606,27.395617459643443,134513200
2015-07-31,27.16718101501465,27.46729578958228,27.07983407562666,27.458336910064084,171540000
2015-08-03,26.526636123657227,27.451618663971853,26.320585308551166,27.211974185991803,279904000
2015-08-04,25.675556182861328,26.36089410726284,25.36424243885337,26.298183670877243,496554400
2015-08-05,25.84577178955078,26.302664314819687,25.106680588053468,25.297052046399365,397250400
2015-08-06,25.90201759338379,26.210241653937203,25.67478840803341,26.091002202592456,211612000
2015-08-07,25.989761352539062,26.153997965979055,25.76028186756647,25.77828072973145,154681600
2015-08-10,26.934680938720703,26.995424952764882,26.216992189331023,26.216992189331023,219806400
2015-08-11,25.533044815063477,26.588204254425946,25.497048815852654,26.504960824273486,388331200
2015-08-12,25.926769256591797,25.967265841674397,24.664627690727954,25.31707190974043,404870000
2015-08-13,25.90651512145996,26.187740857219477,25.76927682509206,26.106747708003482,194143200
2015-08-14,26.0887508392334,26.167493707960098,25.6500393445662,25.719782783086163,171718000
2015-08-17,26.358726501464844,26.4689665089221,25.9852579016587,26.10674762509688,163538800
2015-08-18,26.21024513244629,26.421727487934323,26.100005097049085,26.194496555960974,138242800
2015-08-19,25.875017166137695,26.21473660844214,25.800773162270254,26.12024517613755,193146000
2015-08-20,25.344072341918945,25.726538787135937,25.114591101615744,25.665794762624067,274006400
2015-08-21,23.7939510345459,25.17533191463751,23.769203028838565,24.84461012606305,513102000
2015-08-24,23.200000762939453,24.477890676668554,20.698215800437183,21.343910759095902,648825200
2015-08-25,23.339479446411133,24.997586552309954,23.285484600411742,24.997586552309954,414406400
2015-08-26,24.67812156677246,24.723116998369253,23.634211762242547,24.093170657220032,387098400
2015-08-27,25.40480613708496,25.47679985248312,24.752362125777264,25.249570707409113,338464400
2015-08-28,25.488054275512695,25.49255313260234,25.094338196232183,25.236075366845448,212657600
2015-08-31,25.368812561035156,25.76702746189481,25.19782682695612,25.20457597022168,224917200
2015-09-01,24.234909057617188,25.170827405095967,24.153915909142547,24.78161195158818,307383600
2015-09-02,25.274320602416992,25.274320602416992,24.552133058895926,24.799613100120496,247555200
2015-09-03,24.83111000061035,25.373312366291003,24.75686598898215,25.3080677848419,212935600
2015-09-04,24.583629608154297,24.849106786987825,24.41264558660887,24.516136457480822,199985200
2015-09-08,25.26756477355957,25.32380991050826,24.819853964058318,25.141576216063427,219374400
2015-09-09,24.781614303588867,25.65228815762763,24.69612057404836,25.59379443542876,340043200
2015-09-10,25.326066970825195,25.485802996509893,24.725369159489954,24.808610885901718,251571200
2015-09-11,25.695037841796875,25.695037841796875,25.143835978544878,25.150585122887932,199662000
2015-09-14,25.9425106048584,26.29798033970948,25.84127002859358,26.228236907903298,233453600
2015-09-15,26.160749435424805,26.216994597340136,25.742285293457442,26.082006552036564,173364800
2015-09-16,26.189998626708984,26.219245493656732,25.971767118772096,26.15400089834299,148694000
2015-09-17,25.629783630371094,26.20798357039199,25.584788207332373,26.021251019962477,256450400
2015-09-18,25.524045944213867,25.715280809111157,25.168577934698067,25.245070507484506,297141200
2015-09-21,25.92000961303711,25.95600732584809,25.5712907816242,25.57353935132582,200888000
2015-09-22,25.512798309326172,25.688282888426293,25.314814298882453,25.508297736471206,201384800
2015-09-23,25.719783782958984,25.809776372059076,25.490304311396322,25.56454660967297,143026800
2015-09-24,25.872772216796875,25.985262530782947,25.28107378315788,25.47905611784562,200878000
2015-09-25,25.807523727416992,26.25298605870687,25.652286568314114,26.196740910216345,224607600
2015-09-28,25.296812057495117,25.776019982012674,25.296812057495117,25.61403372119962,208436000
2015-09-29,24.536388397216797,25.53755328929948,24.266412311973202,25.384566383270485,293461600
2015-09-30,24.815357208251953,25.094332630514373,24.462137786982964,24.786108636025755,265892000
2015-10-01,24.653377532958984,24.662376964020137,24.142670548150836,24.53863693251174,255716400
2015-10-02,24.83336067199707,24.975099563728357,24.196666810262887,24.30015769138034,232079200
2015-10-05,24.923351287841797,25.056090738102707,24.538634657097756,24.720868398906564,208258800
2015-10-06,25.04259490966797,25.139336655151183,24.696124512273805,24.889608003240234,192787200
2015-10-07,24.923351287841797,25.14608160743765,24.615128955791427,25.13933246388411,187062400
2015-10-08,24.635377883911133,24.790615060941857,24.345152678206958,24.790615060941857,247918400
2015-10-09,25.224824905395508,25.260820907999182,24.633124842568826,24.747865426520367,211064400
2015-10-12,25.107831954956055,25.366559960820734,25.071835955334286,25.362061104542605,121868800
2015-10-13,25.15058135986328,25.299067662591952,24.900852757738658,24.932349904270975,132197200
2015-10-14,24.795114517211914,25.0898385871913,24.64887676742138,25.03809400457471,177849600
2015-10-15,25.166336059570312,25.220330935846434,24.858111946081195,24.957103982975894,150694000
2015-10-16,24.98184585571289,25.197827024230406,24.86710526990286,25.148331017941146,156930400
2015-10-19,25.137088775634766,25.141587633388927,24.77261950476655,24.927856702510333,119036800
2015-10-20,25.596040725708008,25.686033304145568,24.932348678104145,25.049337828547003,195871200
2015-10-21,25.593793869018555,26.003258497677987,25.580293865646503,25.64778873310942,167180800
2015-10-22,25.985261917114258,25.985261917114258,25.670288702098475,25.722035000555053,166616400
2015-10-23,26.790695190429688,26.824442629933618,26.17199842656662,26.25524016534809,237467600
2015-10-26,25.93575668334961,26.576950886640986,25.85476355067435,26.56570288938712,265335200
2015-10-27,25.771528244018555,26.219239154410243,25.645537941665477,25.962761409444894,279537600
2015-10-28,26.833438873291016,26.84018973399438,26.111251259969535,26.3069850251835,342205600
2015-10-29,27.116912841796875,27.15291056355686,26.608456178965124,26.705197910612767,204909200
2015-10-30,26.88518524169922,27.272152199310536,26.87393552363094,27.220405899248842,197461200
2015-11-02,27.263141632080078,27.30363819753202,26.909922256485746,27.177649645666104,128813200
2015-11-03,27.575878143310547,27.782859928919343,27.155163710775717,27.17541286179513,182076000
2015-11-04,27.447635650634766,27.85710031053478,27.36214363292937,27.70186313340554,179544400
2015-11-05,27.32110595703125,27.72102718598081,27.153908137397007,27.53123362212002,158210800
2015-11-06,27.352733612060547,27.522191324126965,27.253319593174417,27.36403148239017,132169200
2015-11-09,27.242023468017578,27.52219308724792,27.12453353860263,27.330141346032065,135485600
2015-11-10,26.38343620300293,26.677163603583427,26.223016436899535,26.412809977348807,236511600
2015-11-11,26.23431968688965,26.530305343254632,26.03097003893098,26.29306552381402,180872000
2015-11-12,26.14620018005371,26.39473785719451,26.130384193066934,26.268209961300276,130102400
2015-11-13,25.382509231567383,26.112307991563497,25.366693244759457,26.028708219114012,183249600
2015-11-16,25.798246383666992,25.81180245123472,25.07974549775184,25.165603465369564,152426800
2015-11-17,25.687536239624023,25.99481976688335,25.603936461653355,25.96544598671921,110467600
2015-11-18,26.500926971435547,26.54611500518527,26.096487691267434,26.15523351419247,186698800
2015-11-19,26.837581634521484,27.056747211333587,26.381176302252673,26.58000605784681,173183200
2015-11-20,26.9550724029541,27.095156332926983,26.853396747785876,26.93247666370813,137148400
2015-11-23,26.60486602783203,27.052235234166435,26.51222829958286,26.94829963336525,129930000
2015-11-24,26.860185623168945,26.966379434767802,26.462525964340077,26.509973933047604,171212800
2015-11-25,26.66812515258789,26.93925853046697,26.643271216520315,26.93473869273849,85553200
2015-11-27,26.618417739868164,26.753985293054015,26.570969785778335,26.726871437654236,52185600
2015-11-30,26.72913360595703,26.979931187118545,26.60486391301639,26.65908990456631,156721200
2015-12-01,26.512226104736328,26.844363534034464,26.403774121993987,26.830807467144968,139409600
2015-12-02,26.272727966308594,26.686205269283136,26.227539924767314,26.512227689341298,133546400
2015-12-03,26.028709411621094,26.387960733879236,25.80728558616557,26.33373473716959,166278000
2015-12-04,26.89406967163086,26.943777545428325,26.008371066661898,26.04904098851318,231108000
2015-12-07,26.724611282348633,27.081602618129118,26.61841750440518,26.8827728517287,128336800
2015-12-08,26.713319778442383,26.796917829709056,26.403776342532094,26.55289826229715,137238000
2015-12-09,26.12360382080078,26.591307078474028,26.00159405047561,26.58000920714622,185445600
2015-12-10,26.24787139892578,26.4218489614526,26.098749497715907,26.218499347245395,116850800
2015-12-11,25.572303771972656,26.07163905887433,25.497741949687065,26.026451015932764,187544800
2015-12-14,25.414142608642578,25.45933064929182,24.80635363617469,25.346358823855457,257274800
2015-12-15,24.964508056640625,25.48643894849853,24.932876090323525,25.292127313228985,213292400
2015-12-16,25.156566619873047,25.303430345637576,24.582671232606135,25.09556258931938,224954000
2015-12-17,24.62333869934082,25.36217364527321,24.62333869934082,25.31020584948216,179091200
2015-12-18,23.956802368164062,24.745345139551574,23.907094494677143,24.60752111371929,385813200
2015-12-21,24.25052833557129,24.25956628692595,23.852867095031055,24.239230465424725,190362400
2015-12-22,24.227935791015625,24.33864768516363,24.051698314612207,24.266345793746737,131157600
2015-12-23,24.539735794067383,24.593961778184386,24.221154474277448,24.23697045813711,130629600
2015-12-24,24.408695220947266,24.627860864079963,24.390619313019865,24.627860864079963,54281600
2015-12-28,24.13530731201172,24.331878962555066,23.990703473846633,24.30928321224312,106816800
2015-12-29,24.569107055664062,24.72500869429402,24.14433370003601,24.166927715709637,123724800
2015-12-30,24.248268127441406,24.560069688298338,24.21663615998402,24.53295755837083,100855200
2015-12-31,23.78282928466797,24.182748790103684,23.683413526199157,24.17823067554295,163649200
2016-01-04,23.803157806396484,23.80767764371102,23.046247094620064,23.184072827894877,270597600
2016-01-05,23.2066707611084,23.91613364374091,23.138888704262126,23.89353962479215,223164000
2016-01-06,22.752525329589844,23.129852542884784,22.56499340636256,22.72089335584966,273829600
2016-01-07,21.79226303100586,22.623735681519346,21.787744916757767,22.29611809841868,324377600
2016-01-08,21.90749740600586,22.39327662729139,21.8623093628314,22.26674872735222,283192000
2016-01-11,22.262226104736328,22.381975955605306,21.993352627176307,22.36164185586369,198957600
2016-01-12,22.5853214263916,22.750261008321342,22.332263980796586,22.718629043098566,196616800
2016-01-13,22.00465202331543,22.863238586263442,21.984317922164728,22.66666698940705,249758400
2016-01-14,22.485910415649414,22.702817828175373,21.631843727651237,22.1334388869678,252680400
2016-01-15,21.94590187072754,22.0769495761646,21.545982445846825,21.73577424780705,319335600
2016-01-19,21.839706420898438,22.289333644945174,21.57761105086105,22.235107670521547,212350800
2016-01-20,21.869081497192383,22.18540288551802,21.107650936042944,21.487236257271135,289337600
2016-01-21,21.75837516784668,22.115364840881966,21.451091652054625,21.93009110846146,208646000
2016-01-22,22.915203094482422,22.92424104675834,22.226076040621987,22.28482014469573,263202000
2016-01-25,22.46783447265625,22.94005581834511,22.415866680773057,22.93779589944244,207178000
2016-01-26,22.592103958129883,22.793193658731777,22.158292585403082,22.57854789142378,300308000
2016-01-27,21.107650756835938,21.83292950799026,21.08957485507071,21.699623611050658,533478800
2016-01-28,21.2590389251709,21.356194771502736,20.874935378545523,21.191256858961744,222715200
2016-01-29,21.99335289001465,21.99335289001465,21.317781895230507,21.41719764754597,257666000
2016-02-01,21.787748336791992,21.851012289074713,21.555026630689095,21.79678629052001,163774000
2016-02-02,21.347158432006836,21.69963000116032,21.301968664286274,21.55954430694665,149428800
2016-02-03,21.769670486450195,21.88038239306421,21.256779155806566,21.464646901559114,183857200
2016-02-04,21.944589614868164,22.11042423534878,21.624281283757696,21.776484545584424,185886800
2016-02-05,21.358488082885742,22.017280363702135,21.283523421375094,21.92641216407802,185672400
2016-02-08,21.583385467529297,21.740131322317204,21.135861051552837,21.156305484851284,216085600
2016-02-09,21.578842163085938,21.794654346432146,21.338042915538264,21.41982411907647,177324800
2016-02-10,21.415281295776367,21.88779456504508,21.376662872764058,21.79011155008248,169374400
2016-02-11,21.285799026489258,21.517513078323827,21.033640534698964,21.306245199612153,200298800
2016-02-12,21.351673126220703,21.46753012328384,21.12904785847854,21.39710809230759,161405600
2016-02-16,21.95368003845215,22.001385468274144,21.49252581700556,21.585664494324515,196231600
2016-02-17,22.28988265991211,22.31032709280297,21.842358252857544,21.96048568694898,179452800
2016-02-18,21.867355346679688,22.46481102115485,21.828735181286046,22.45345184312721,156084000
2016-02-19,21.8173770904541,21.980939543472857,21.762856850503574,21.808290094934485,141496800
2016-02-22,22.008201599121094,22.012745964043116,21.79011887838381,21.878714929521852,137123200
2016-02-23,21.510696411132812,21.921872955477017,21.478892796275638,21.89915633531718,127770400
2016-02-24,21.831003189086914,21.894610414277626,21.199471834454986,21.34940463654758,145022800
2016-02-25,21.98093605041504,21.98093605041504,21.637909390021406,21.81964580519911,110330800
2016-02-26,22.015012741088867,22.267169470991487,21.940046336788832,22.08089041777644,115964400
2016-02-29,21.96503257751465,22.314874023629606,21.955945584128532,22.00365099953056,140865200
2016-03-01,22.837364196777344,22.8918844264392,22.130866460248722,22.18311624133452,201628400
2016-03-02,22.88734245300293,22.919146065649038,22.635184000475302,22.832822221776308,132678400
2016-03-03,23.057723999023438,23.105429426903417,22.819195126456304,22.848728295977644,147822800
2016-03-04,23.400745391845703,23.568850442243427,23.028187316279492,23.255356959096297,184220400
2016-03-07,23.141769409179688,23.35985203259098,22.935044226670055,23.25989684692332,143315600
2016-03-08,22.950950622558594,23.11678523803637,22.807834359762932,22.894158207187257,126247600
2016-03-09,22.971399307250977,23.07589715499009,22.778303687323117,23.01456036910305,108806800
2016-03-10,22.982749938964844,23.225821361975527,22.751037690171167,23.03727189540648,134054400
2016-03-11,23.23036766052246,23.234910290687772,23.05771825040514,23.225823297190356,109632800
2016-03-14,23.289432525634766,23.378030286578408,23.121327464361922,23.150860629065452,100304400
2016-03-15,23.75739860534668,23.89370002686819,23.591564024831662,23.616552820980043,160270800
2016-03-16,24.07317352294922,24.150410389467336,23.75967822594273,23.764222590542193,153214000
2016-03-17,24.03455352783203,24.186756801845057,23.84373008990236,23.970944559744034,137682800
2016-03-18,24.061809539794922,24.193568356192465,23.89597666154192,24.157220379324066,176820800
2016-03-21,24.059539794921875,24.45481452251042,23.884618184167916,24.064082425579844,142010800
2016-03-22,24.24354362487793,24.373030246969133,23.9005169921509,23.90960398549357,129777600
2016-03-23,24.109512329101562,24.323052336987878,24.057264284512407,24.189023086534462,102814000
2016-03-24,24.005022048950195,24.13678089236987,23.827829958294153,23.959588801713824,104532000
2016-03-28,23.895980834960938,24.12315053056268,23.86644766530568,24.079987733784833,77645600
2016-03-29,24.461633682250977,24.486622488228114,23.82555782074309,23.82783000305936,124760400
2016-03-30,24.88870620727539,25.084072244205707,24.670623552062526,24.68198272778724,182404400
2016-03-31,24.75922203063965,24.965947263784653,24.734233228101964,24.925056653556357,103553600
2016-04-01,24.986387252807617,24.988659434406525,24.579753404940448,24.711512207009157,103496000
2016-04-04,25.24309730529785,25.48616881128661,25.05000167669104,25.08407747780796,149424800
2016-04-05,24.945493698120117,25.154491051320807,24.856897691080277,24.87734385671761,106314800
2016-04-06,25.206748962402344,25.211293326842313,24.806929816878743,25.040916056855046,105616400
2016-04-07,24.65699005126953,25.08406830060562,24.561579229582737,24.977298304979946,127207600
2016-04-08,24.684255599975586,24.936412323081576,24.57294122089397,24.741048013853867,94326800
2016-04-11,24.766036987304688,25.12723766861337,24.722875927989268,24.754679543555184,117630000
2016-04-12,25.088619232177734,25.102248857939628,24.68425749168236,24.838731205429305,108929200
2016-04-13,25.452083587646484,25.520233431483582,25.17039375348663,25.17039375348663,133029200
2016-04-14,25.465717315673828,25.53159672188819,25.290797448472638,25.356676854687,101895600
